1838,"PROBLEMA DE LA VERDAD EN LA METAFISICA DE ARISTOTELES, EL","MARTIN, VICTOR","100M","",2
1839,"PROBLEMA DE LA VERDAD EN LA METAFISICA DE ARISTOTELES, EL","MARTIN, VICTOR","100M","",0
1840,"PROBLEMA DE LA VERDAD EN LA METAFISICA DE ARISTOTELES, EL","MARTIN, VICTOR","100M","",2
1841,"PROBLEMA DE LA VERDAD EN LA METAFISICA DE ARISTOTELES, EL","MARTIN, VICTOR","100M","",2
1842,"PROBLEMA DE LA VERDAD EN LA METAFISICA DE ARISTOTELES, EL","MARTIN, VICTOR","100M","",2
1845,"UN AMOR PARA CRHIS","MAY, PAUL.","800M","",4
1846,"ANA KARENINA","TOLSTOI, LEON","800T","",17
1848,"SECRETO MAS GRANDE DEL MUNDO, EL","MANDINO, OG","800 M","",19
1852,"CASA DE LOS ESPIRITUS, LA","ALLENDE, ISABEL","870A","",29
1855,"LA CIUDAD Y EL MUNDO","HERRIOT PETER","372H","",8
1856,"CLASICOS HISPANOAMERICANOS TOMO I","VARIOS","870V","",4
1857,"CLASICOS HISPANOAMERICANOS TOMO II","VARIOS","870V","",5
1863,"CRIMEN Y CASTIGO","DOSTOIEVSKI, FEDOR","870D","",9
1864,"CRONICA DE UNA MUERTE ANUNCIADA","GARCIA, GABRIEL","870G","",28
1865,"CUENTOS COMPLETOS TOMO I","ALLAN POE, EDGAR","870A","",0
1866,"CUENTOS COMPLETOS TOMO II","ALLAN POE, EDGAR","870A","",11
1880,"FAUSTO WERTHER.","GOETHE, WOLGANG.","861G","",6
1882,"GARGANTUA Y PANTAGRUEL","RABELAIS, FRANCOIS","870 R","",7
1885,"HISTORIA UNIVERSAL-GRECIA","CIRCULO DE LECTORES","909C","",21
1886,"ALGO DE HISTORIA EN CUATRO CUENTOS TOMO I","ARIAS, BLANCA","808A","",9
1887,"HISTORIA DE VENEZUELA EN CUENTOS TOMO II","ARIAS, BLANCA","808A","",11
1888,"MAS HISTORIA DE VENEZUELA EN CUENTOS TOMO III","ARIAS, BLANCA","808A","",9
1895,"PROGRAMACION EN PASCAL","KELLER, ARTHUR","519K","",1
1896,"PROGRAMACION EN PASCAL","KELLER, ARTHUR","519K","",1
1904,"MIL NOCHES Y UNA NOCHE, LAS","BLASCO, VICENTE","800 B","",8
1906,"MISERABLES,LOS","HUGO, VICTOR","870","",7
1907,"MISERABLES,LOS","HUGO, VICTOR","870","",6
1910,"NATURALEZA, LA","CIRCULO DE LECTORES","372C","",14
1912,"NUEVAS PROFESIAS DE NOSTRDAMUS","FONTBRUNE, JEAN","800F","",21
1918,"PAPELES DEL CLUB PICKWICK","DICKENS CHARLES","870 D","",3
1919,"PAPELES DEL CLUB PICKWICK","DICKENS CHARLES","870 D","",4
1921,"PODER DE LAS PIRAMIDAS 2, EL","CANO, RAMON","800C","",11
1926,"PSICOPATOLOGIA DE LA VIDA COTIDIANA","FREUD, SIGMUND","150F","",9
1929,"LOS RICOS SON DIFERENTES","HOWATCH,SUSAN","870 H","",11
1930,"ROJO Y NEGRO","STENDHAL","870S","",4
1933,"PREPARACION DE PRESUPUESTOS","REGINALD L. JONES","658R","",15
1934,"SEGUNDA MUJER, LA","SMITH, ROBERT","870 R","",6
1937,"SIGLO DE ORO ESPANOL","VARIOS","870V","",3
1940,"TEATRO GRIEGO","VARIOS","870V","",16
1943,"EL TIEMPO QUE PASA","CIRCULO DE LECTORES","372 C","",9
1945,"TRABAJO Y EL RECREO, EL","CIRCULO DE LECTORES","372C","",9
1946,"TRANSPORTE Y LA COMUNICACION, EL","CIRCULO DE LECTORES","372C","",8
1956,"ADRIANA","SANCHEZ, RAUL","800S","",5
1967,"TRATADO DE LAS SOCIEDADES CIVILES Y MERCANTILES","ARISMENDI, JOSE","347A","",20
1968,"TRATADO DE LAS SOCIEDADES CIVILES Y MERCANTILES","ARISMENDI, JOSE","347A","",23
1969,"TRATADO DE LAS SOCIEDADES CIVILES Y MERCANTILES","ARISMENDI, JOSE","347A","",12
1970,"TRATADO DE LAS SOCIEDADES CIVILES Y MERCANTILES","ARISMENDI, JOSE","347A","",12
1971,"TRATADO DE LAS SOCIEDADES CIVILES Y MERCANTILES","ARISMENDI, JOSE","347A","",14
1973,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO I","NEUNER, JOHN","657N","",12
1974,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO I","NEUNER, JOHN","657N","",16
1975,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO I","NEUNER, JOHN","657N","",14
1976,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO II","NEUNER, JOHN","657N","",1
1977,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO II","NEUNER, JOHN","657N","",1
1978,"CONTABILIDAD DE COSTOS: PRINCIPIOS Y PRACTICA TOMO II","NEUNER, JOHN","657N","",3
1980,"DERECHO INTERNACIONAL PUBLICO","GUERRA, DANIEL","341G","",17
1981,"DERECHO INTERNACIONAL PUBLICO","GUERRA, DANIEL","341G","",15
1982,"DERECHO INTERNACIONAL PUBLICO","GUERRA, DANIEL","341G","",12
1983,"DERECHO INTERNACIONAL PUBLICO","GUERRA, DANIEL","341G","",15
1984,"DERECHO INTERNACIONAL PUBLICO","GUERRA, DANIEL","341G","",11
1985,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",22
1986,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347 G","",14
1987,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",25
1988,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",26
1989,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",9
1990,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",19
1991,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",17
1992,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",9
1993,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",14
1994,"CURSO DE DERECHO MERCANTIL","GOLDSCHMIDT, ROBERTO","347G","",34
1995,"TRATADO ELEMENTAL DE DERECHO ROMANO","PETIT, EUGENE","349P","",8
1996,"TRATADO ELEMENTAL DE DERECHO ROMANO","PETIT, EUGENE","349P","",8
1997,"TRATADO ELEMENTAL DE DERECHO ROMANO","PETIT, EUGENE","349P","",15
1998,"TRATADO ELEMENTAL DE DERECHO ROMANO","PETIT, EUGENE","349P","",15
1999,"TRATADO ELEMENTAL DE DERECHO ROMANO","PETIT, EUGENE","349P","",16
2000,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657B","",17
2001,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657B","",15
2002,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657 B","",15
2003,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657B","",0
2004,"CONTABILIDAD DE COSTOS","BACKER, MORTON","657B","",15
2005,"CALCULO SUPERIOR","SPIEGEL, MURRAY","515S","",2
2010,"PASCAL AVANSADO","SAND, PAUL","5195","",2
2012,"SOCIOLOGIA DE LA EDUCACION","AZEVEDO, FERNANDO","370 D","",7
2013,"CURRICULUM Y EDUCACION","JOHNSON, HAROLD","370 J","",4
2014,"HISTORIA DE LA PEDAGOGIA","MONROE, PAUL","370 M","",9
2015,"METODOS DE INVESTIGACION EN LAS RELACIONES SOCIALES","SELLTIZ, CLAIRE","001S","",15
2016,"METODOS DE INVESTIGACION EN LAS RELACIONES SOCIALES","SELLTIZ, CLAIRE","001S","",9
2017,"SOCIEDAD, LA","CHINOY, ELY","301CH","",14
2018,"SOCIEDAD, LA","CHINOY, ELY","301CH","",7
2019,"SOCIEDAD, LA","CHINOY, ELY","301CH","",1
2020,"SOCIEDAD, LA","CHINOY, ELY","301CH","",5
2021,"SOCIEDAD, LA","CHINOY, ELY","301CH","",8
2022,"LECCIONES DE TEORIA ECONOMICA","CASTAÑEDA, JOSE","330C","",9
2023,"LECCIONES DE TEORIA ECONOMICA","CASTAÑEDA, JOSE","330C","",0
2024,"LECCIONES DE TEORIA ECONOMICA","CASTAÑEDA, JOSE","330C","",8
2025,"LECCIONES DE TEORIA ECONOMICA","CASTAÑEDA, JOSE","330C","",10
2026,"LECCIONES DE TEORIA ECONOMICA","CASTAÑEDA, JOSE","330C","",15
2027,"TEORIA PURA DEL DERECHO","KELSEN, HANS","340K","",0
2028,"TEORIA PURA DEL DERECHO","KELSEN, HANS","340K","",22
2029,"TEORIA PURA DEL DERECHO","KELSEN, HANS","340K","",18
2030,"TECNICAS DE INVESTIGACION SOCIAL","SIERRA, RESTITUTO","001S","",22
2031,"TECNICAS DE INVESTIGACION SOCIAL","SIERRA, RESTITUTO","001S","",28
2032,"TECNICAS DE INVESTIGACION SOCIAL","SIERRA, RESTITUTO","001S","",30
2033,"TECNICAS DE INVESTIGACION SOCIAL","SIERRA, RESTITUTO","001S","",31
2034,"TECNICAS DE INVESTIGACION SOCIAL","SIERRA, RESTITUTO","001S","",22
2035,"INTRODUCCION AL ESTUDIO DEL DERECHO","GARCIA, EDUARDO","340G","",27
2036,"INTRODUCCION AL ESTUDIO DEL DERECHO","GARCIA, EDUARDO","340G","",22
2037,"INTRODUCCION AL ESTUDIO DEL DERECHO","GARCIA, EDUARDO","340G","",18
2038,"INTRODUCCION AL ESTUDIO DEL DERECHO","GARCIA, EDUARDO","340G","",10
2039,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","346E","",5
2040,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","346E","",7
2041,"BIENES Y DERECHOS REALES","EGAÑA, MANUEL","346E","",11
2042,"CURSO DE DERECHO PENAL VENEZOLANO TOMO I","MENDOZA T. JOSE","343M","",14
2043,"CURSO DE DERECHO PENAL VENEZOLANO TOMO I","MENDOZA T. JOSE","343M","",18
2044,"CURSO DE DERECHO PENAL VENEZOLANO TOMO I","MENDOZA T. JOSE","343M","",7
2045,"CURSO DE DERECHO PENAL VENEZOLANO TOMO II","MENDOZA T. JOSE","343M","",3
2046,"CURSO DE DERECHO PENAL VENEZOLANO TOMO II","MENDOZA T. JOSE","343M","",2
2047,"CURSO DE DERECHO PENAL VENEZOLANO TOMO II","MENDOZA T. JOSE","343M","",4
2048,"CURSO DE DERECHO PENAL VENEZOLANO TOMO III","MENDOZA T. JOSE","343M","",0
2049,"CURSO DE DERECHO PENAL VENEZOLANO TOMO III","MENDOZA T. JOSE","343M","",3
2050,"CURSO DE DERECHO PENAL VENEZOLANO TOMO III","MENDOZA T. JOSE","343M","",0
2051,"TRATADO MODERNO DE ECONOMIA GENERAL","MAZA, DOMINGO","330 M","",20
2052,"TRATADO MODERNO DE ECONOMIA GENERAL","GONZALEZ, ANTONIO","330G","",0
2053,"TRATADO MODERNO DE ECONOMIA GENERAL","GONZALEZ, ANTONIO","330G","",21
2054,"TRATADO MODERNO DE ECONOMIA GENERAL","GONZALEZ, ANTONIO","330G","",0
2055,"TRATADO MODERNO DE ECONOMIA GENERAL","MAZA, DOMINGO","330 M","",33
2057,"LOGICA DE LA CIENCIA EN LA SOCIOLOGIA, LA","WALLACE, M.","301W","",0
2060,"MUESTREO ESTADISTICO PARA AUDITORIA Y CONTROL","MCRAE, T. W.","310M","",13
2061,"PLATANO, EL","CHAMPION, J.","582CH","",10
2062,"INTRODUCCION  A LA HISTORIA","LOMBARDI, ANGEL","930L","",17
2063,"HACIA UNA METODOLOGIA DEL TRABAJO SOCIAL","ANDER-EGG","301 A","",9
2065,"DERECHO VENEZOLANO SOBRE LA LETRA DE CAMBIO, EL","DE SOLA, RENE","347S","",6
2066,"ORIGEN DE LA FAMILIA, EL","ENGELS, FEDERICO","301L","",1
2067,"CIENCIA POLITICA LATINOAMERICANA, UNA","RAMOS, ALFREDO","320R","",0
2068,"HIGIENE ANIMAL Y PREVENCION DE ENFERMEDADES","DYKSTRA, R.","636D","",0
2069,"ECONOMIA VENEZOLANA, LA","ARANDA, SERGIO","330A","",8
2070,"SOCIEDAD OPRESORA, LA","MARCUSE, HERBERT","301M","",4
2072,"TRATADO MODERNO DE ECONOMIA GENERAL","GONZALEZ, ANTONIO","330G","",13
2073,"ENSAYOS SOBRE PLANIFICACION REGIONAL DEL DESARROLLO","ILPES","330I","",3
2074,"CONTRIBUCION A LA METODOLOGIA DEL TRABAJO SOCIAL","LIMA, BORIS","301L","",16
2075,"ESCRITOS DEL LIBERTADOR","S. B. V.","920S","",4
2079,"SOCIEDADES MERCANTILES","NUNEZ, JORGE","347N","",22
2080,"GUIA AUTODIDACTICA PARA LA ALIMENTACION GANADO Y AVES DE CORRAL","DIAZ, PEDRO","800D","",3
2081,"ANTIGUA Y MODERNA LITERATURA, LA","VENEZOLANA","800D","",6
2082,"ANTROPOLOGIA CULTURAL","NANDA, SERENA","301N","",18
2083,"DIRECCION Y ADMINISTRACION DE GRANJAS","BENEKE, RAYMOND","630B","",1
2086,"HISTORIA Y CONSCIENCIA DE CLASE","LUCKACS, G.","301L","",10
2088,"MANUAL DE DERECHO ROMANO","CARMONA, WILMER","349 C","",16
2089,"MATEMATICAS PARA ADMINISTRACION Y ECONOMIA","DRAPER, JEAN","510D","",25
2090,"FUNDAMENTOS DE PSICOLOGIA FISIOLOGICA","THOMPSON R.","140 T","",3
2091,"BOLIVAR HOY","USLAR P., ARTURO","920U","",9
2094,"TEORIA GENERAL DE LA OCUPACION EL INT.Y EL DIN.","KEYNES, J. M.","330K","",0
2097,"MANEJO DEL PERSONAL Y RELACIONES INDUSTRIALES","YODER, DALE","350Y","",4
2098,"POLITICA, LA","ARISTOTELES","320A","",9
2101,"PRINCIPIOS DE GENETICA","SINNOTT, EDMUND","575","",29
2104,"AMERICA LATINA EN CRISIS","ARANDA, SERGIO","330A","",0
2107,"HISTORIA DEL PENSAMIENTO ECONOMICO EN EL SIGLO XX","JAMES, EMILE","330J","",0
2108,"HISTORIA DEL PENSAMIENTO ECONOMICO EN EL SIGLO XX","JAMES, EMILE","330J","",9
2109,"HISTORIA DEL PENSAMIENTO ECONOMICO EN EL SIGLO XX","JAMES, EMILE","330J","",5
2110,"PSICOLOGIA IDEOLOGIA Y CIENCIA","BRAUNSTEIN, NESTOR","150B","",1
2111,"PSICOLOGIA IDEOLOGIA Y CIENCIA","BRAUNSTEIN, NESTOR","150B","",1
2112,"ESTADO ABSOLUTISTA, EL","ANDERSON, PERRY","320A","",6
2113,"ESTADO ABSOLUTISTA, EL","ANDERSON, PERRY","320A","",6
2114,"ESTADO ABSOLUTISTA, EL","ANDERSON, PERRY","320A","",3
2115,"ESTADO ABSOLUTISTA, EL","ANDERSON, PERRY","320A","",5
2125,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",1
2126,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",14
2127,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",0
2128,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",0
2129,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",12
2130,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",11
2131,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",0
2132,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",0
2133,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",16
2134,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO I","POPESKO, PETER","636P","",10
2135,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",16
2136,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",8
2137,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",0
2138,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",16
2139,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",0
2140,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",7
2141,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",17
2142,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",0
2143,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",12
2144,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO II","POPESKO, PETER","636P","",1
2145,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",11
2146,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",0
2147,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",10
2148,"COMPENDIO DE PATOLOGIA MEDICA DE LOS ANIMALES DOMESTICOS","MORAN, AMERICO","636 M","EDILUZ",13
2149,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",9
2150,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",10
2151,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",1
2152,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",11
2153,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",0
2154,"ATLAS DE ANATOMIA TOPOGRAFICA DE LOS ANIMALES DOMESTICOS TOMO III","POPESKO, PETER","636P","",12
2155,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636 S","",26
2156,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",23
2157,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",0
2158,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",0
2159,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",27
2160,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",16
2161,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",13
2162,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636 S","",19
2163,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636S","",14
2164,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO I","SISSON Y GROSSMAN","636 S","",13
2165,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",13
2166,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",0
2167,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",9
2168,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",13
2169,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",10
2170,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",14
2171,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",16
2172,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",12
2173,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",3
2174,"ANATOMIA DE LOS ANIMALES DOMESTICOS TOMO II","SISSON Y GROSSMAN","636S","",12
2189,"PRODUCCION ANIMAL","COLE, H.","636C","",2
2190,"PRODUCCION ANIMAL","COLE, H.","636C","",0
2191,"PRODUCCION ANIMAL","COLE, H.","636C","",1
2192,"INTRODUCCION AL USO DE LAS MATEMATICAS EN EL ANALISIS ECONOMICO","HUANG, DAVID","519H","",0
2193,"PSICOLOGIA INFANTIL","WATSON, ROBERT","150 W","",13
2194,"PSICOLOGIA INFANTIL","WATSON, ROBERT","150W","",20
2195,"DESARROLO DEL NIÑO","HURLOCK, ELIZABETH","150 H","MCGRAW-HILL",24
2196,"DIAGNOSTICO CLINICO VETERINARIO","KELLY, W. R.","636K","",9
2197,"DIAGNOSTICO CLINICO VETERINARIO","KELLY, W. R.","636K","",13
2198,"DIAGNOSTICO CLINICO VETERINARIO","KELLY, W. R.","636K","",8
2199,"DIAGNOSTICO CLINICO VETERINARIO","KELLY, W. R.","636 K","",4
2200,"DEMOGEOGRAFIA","BEAUJEAU-GARNIER, J.","301B","",17
2201,"DEMOGEOGRAFIA","BEAUJEAU-GARNIER, J.","301B","",11
2233,"ZOOLOGIA GENERAL","STORER, TRACY","591S","",25
2234,"ZOOLOGIA GENERAL","STORER, TRACY","591S","",31
2238,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",0
2239,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",0
2240,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",0
2241,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",11
2242,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",13
2243,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",21
2244,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",25
2245,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",0
2246,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",22
2247,"ANATOMIA VEGETAL","ESAU, KATHERINE","581E","",5
2248,"FISIOLOGIA VEGETAL","DEVLIN, ROBERT","581D","",18
2249,"FISIOLOGIA VEGETAL","DEVLIN, ROBERT","581D","",0
2250,"FERTILIDAD E INFERTILIDAD EN LA PRACTICA VETERINARIA","LAING,J. A.","636 L","MCGRAW-HILL",21
2251,"GANADERIA MESTIZA DE DOBLE PROPOSITO","GONZALEZ, CARLOS","636 G","ASTRO DATA S.A.",7
2252,"FISIOLOGIA VEGETAL","DEVLIN, ROBERT","581D","",11
2259,"ENFOQUES CUANTITATIVOS A LA ADMINISTRACION","LEVIN, RICHARD","658L","",6
2260,"ENFOQUES CUANTITATIVOS A LA ADMINISTRACION","LEVIN, RICHARD","658L","",0
2261,"ENFOQUES CUANTITATIVOS A LA ADMINISTRACION","LEVIN, RICHARD","658L","",12
2262,"COSAS, BIENES Y DERECHOS REALES","AGUILAR G. JOSE","346A","",27
2263,"DERECHO CIVIL I VOL. II","LA ROCHE, ALBERTO","346L","",23
2264,"DERECHO CIVIL I VOL. II","LA ROCHE, ALBERTO","346L","",9
2265,"DERECHO CIVIL I VOL. II","LA ROCHE, ALBERTO","346L","",15
2266,"DERECHO CIVIL I VOL. II","LA ROCHE, ALBERTO","346L","",28
2267,"DERECHO CIVIL II","LA ROCHE, ALBERTO","346L","",19
2268,"DERECHO CIVIL II","LA ROCHE, ALBERTO","346L","",14
2269,"DERECHO CIVIL II","LA ROCHE, ALBERTO","346L","",12
2270,"DERECHO CIVIL II","LA ROCHE, ALBERTO","346L","",0
2271,"REGIMEN LEGAL DE EMPRESAS","BENMERGUI, RAFAEL G.","347B","",16
2272,"HOMBRE, REVOLUCION Y DERECHO","PETZOLD, PERNIA H.","340P","",2
2273,"DERECHO, PODER Y LIBERTAD","PETZOLD, PERNIA H.","340P","",4
2274,"ESTUDIOS DE DERECHO COMPARADO","PETZOLD, PERNIA H.","340P","",1
2275,"ESTUDIOS JURIDICOS Y POLITICOS VARIOS","PETZOLD, PERNIA H.","340P","",0
2276,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",6
2277,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636 D","",0
2278,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",0
2279,"ZOOTECNIA GENERAL","DUBUC, WALTER","636 D","",8
2280,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",8
2281,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",1
2282,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",0
2283,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",8
2284,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",0
2285,"ZOOTECNIA GENERAL TOMO I","DUBUC, WALTER","636D","",7
2287,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",0
2288,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",1
2289,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",2
2290,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",4
2291,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",1
2292,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",6
2293,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",2
2294,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",3
2295,"ZOOTECNIA GENERAL TOMO II","DUBUC, WALTER","636D","",2
2296,"ALBA DE LA CIVILIZACION, EL","CIRCULO DE LECTORES","909C","",16
2297,"PROCEDIMIENTOS DE DIAGNOSTICO EN BACTERIOLOGIA Y MICOLOGIA VET.","CARTER, G.R.","636C","",1
2298,"PROCEDIMIENTOS DE DIAGNOSTICO EN BACTERIOLOGIA Y MICOLOGIA VET.","CARTER, G.R.","636C","",0
2299,"PROCEDIMIENTOS DE DIAGNOSTICO EN BACTERIOLOGIA Y MICOLOGIA VET.","CARTER, G.R.","636C","",0
2300,"PROCEDIMIENTOS DE DIAGNOSTICO EN BACTERIOLOGIA Y MICOLOGIA VET.","CARTER, G.R.","636C","",0
2301,"APUNTES PARA UNA EXPLICACION ESTRUCTURAL DE LA CRIMINALIDAD","SANTOS, THAMARA","365S","",4
2302,"REALIDAD CONTRA LOS MITOS, LA","ANIYAR, LOLA","365A","",7
2303,"VIOLENCIA COLECTIVA DE INDOLE CRIMINOLOGICA","CORDOVA, TITO","365C","",5
2304,"VIOLENCIA CULTURAL EN VENEZUELA","ARREAZA, EMPERATRIZ","365A","",3
